Method,Mean Difference,Std Error,Method Type
CRL + GoalKDE + True Goal,0.6225777864456177,0.014420471154153347,CRL + GoalKDE
CRL + GoalKDE + Last State,0.42570626735687256,0.011140775866806507,CRL + GoalKDE
CRL + GoalKDE + Mean Field,0.44294220209121704,0.011449172161519527,CRL + GoalKDE
BC + True Goal,1.1592121124267578,0.014486774802207947,BC
BC + Last State,0.8121825456619263,0.011712325736880302,BC
BC + Mean Field,0.9362585544586182,0.01051955297589302,BC
