Method,Mean Difference,Std Error,Method Type
True Goal,0.6127802133560181,0.014184224419295788,CRL + GoalKDE
Last State,0.43227988481521606,0.010821531526744366,CRL + GoalKDE
MF Inferred Goal,0.4603159427642822,0.011225431226193905,CRL + GoalKDE
