Method,Mean Difference,Std Error,Method Type
CRL + Oracle + Full Tau,0.025652647018432617,0.033987727016210556,CRL
CRL + Oracle + Mean Field,0.7591034173965454,0.01673707738518715,CRL
CRL + GoalKDE + Full Tau,0.10578042268753052,0.032138802111148834,GoalKDE
CRL + GoalKDE + Mean Field,0.09783637523651123,0.032369066029787064,GoalKDE
GCBC + Full Tau,0.007302403450012207,0.03449584171175957,BC
GCBC + Mean Field,0.2884342670440674,0.030663464218378067,BC
