Method,Mean Distance,Std Error,Method Type
Last State,1.2693266868591309,0.040673162788152695,Baseline
CRL Inferred Goal,0.8979684710502625,0.02660125494003296,CRL
CRL MF Inferred Goal,0.6794869899749756,0.03459114581346512,CRL (Mean Field)
GoalKDE Inferred Goal,1.1601624488830566,0.033495742827653885,GoalKDE
GoalKDE MF Inferred Goal,0.6061928272247314,0.03553880378603935,GoalKDE (Mean Field)
BC Inferred Goal,1.0358809232711792,0.032534193247556686,BC
BC MF Inferred Goal,0.7174851298332214,0.03270998224616051,BC (Mean Field)
