Method,Mean Difference,Std Error,Method Type,Environment
True Goal,61.27802133560181,1.41842244192957,CRL + CIRL,Ant
Last State,43.2279884815216,1.08215315267443,CRL + CIRL,Ant
MF Inferred Goal,46.03159427642822,1.12254312261939,CRL + CIRL,Ant
True Goal,102.70544290542605,0.21987005602568002,CRL + CIRL,Reacher
Last State,95.78055143356325,0.41529810987412,CRL + CIRL,Reacher
MF Inferred Goal,100.41780471801758,0.23166616447269,CRL + CIRL,Reacher
True Goal,107.46935606002808,1.72616057097911,CRL + CIRL,Pusher
Last State,80.04232048988342,1.1554238386452098,CRL + CIRL,Pusher
MF Inferred Goal,22.014182806015008,1.6050374135374998,CRL + CIRL,Pusher
