Method,Mean Difference,Std Error,Method Type
CRL + Oracle + Full Tau,0.009657144546508789,0.20374150574207306,CRL
CRL + Oracle + Mean Field,11.047231674194336,0.18929417431354523,CRL
CRL + GoalKDE + Full Tau,1.7157882452011108,0.21916893124580383,GoalKDE
CRL + GoalKDE + Mean Field,25.8984317779541,0.17849522829055786,GoalKDE
GCBC + Full Tau,0.7500095963478088,0.2210284322500229,BC
GCBC + Mean Field,25.26052474975586,0.1776723712682724,BC
