Method,Mean Difference,Std Error,Method Type
CRL + GoalKDE + Full Tau,0.545748233795166,0.012263035401701927,GoalKDE
CRL + GoalKDE + Mean Field,0.7725260257720947,0.009478379040956497,GoalKDE
