Method,Mean Difference,Std Error,Method Type
CRL + Oracle + Last State,58.80000305175781,3.6746866703033447,CRL
CRL + Oracle + Full Tau,554.3515014648438,7.545866012573242,CRL
CRL + Oracle + Mean Field,330.927001953125,7.810590744018555,CRL
CRL + GoalKDE + True Goal,49.12200164794922,6.307770252227783,GoalKDE
CRL + GoalKDE + Last State,86.87300109863281,5.131010055541992,GoalKDE
CRL + GoalKDE + Full Tau,267.5299987792969,7.222271919250488,GoalKDE
CRL + GoalKDE + Mean Field,133.97000122070312,5.582258224487305,GoalKDE
