Method,Mean Difference,Std Error,Method Type
True Goal,1.0746935606002808,0.017261605709791183,CRL + GoalKDE
Last State,0.8004232048988342,0.011554238386452198,CRL + GoalKDE
MF Inferred Goal,0.22014182806015015,0.016050374135375023,CRL + GoalKDE
