Method,Mean Difference,Std Error,Method Type
CRL + Oracle + Full Tau,0.13064855337142944,0.014839020557701588,CRL
CRL + Oracle + Mean Field,0.334944486618042,0.01660247892141342,CRL
CRL + GoalKDE + Full Tau,0.17049795389175415,0.015439997427165508,GoalKDE
CRL + GoalKDE + Mean Field,0.21170037984848022,0.015632471069693565,GoalKDE
GCBC + Full Tau,0.17990213632583618,0.01536636520177126,BC
GCBC + Mean Field,0.42451202869415283,0.017068160697817802,BC
