Method,Mean Difference,Std Error,Method Type
CRL + Oracle + Mean Field,0.6509250402450562,0.008659680373966694,CRL
CRL + GoalKDE + Mean Field,1.0041780471801758,0.0023166616447269917,GoalKDE
