Method,Mean Difference,Std Error,Method Type
True Goal,1.0270544290542603,0.002198700560256839,CRL + GoalKDE
Last State,0.9578055143356323,0.004152981098741293,CRL + GoalKDE
MF Inferred Goal,1.0041780471801758,0.0023166616447269917,CRL + GoalKDE
