Method,Mean Difference,Std Error,Method Type
CRL + GoalKDE + Full Tau,0.237047016620636,0.00824167113751173,GoalKDE
CRL + GoalKDE + Mean Field,1.0041780471801758,0.0023166616447269917,GoalKDE
GCBC + Full Tau,0.8177922964096069,0.008390690200030804,BC
GCBC + Mean Field,1.0334982872009277,0.002264596987515688,BC
