Method,Mean Difference,Std Error,Method Type
GCBC + Mean Field,0.8177922964096069,0.008390690200030804,BC
Nearest Neighbor,0.9862237572669983,0.0011212780373170972,NN
FB,0.17332863807678223,0.005479234736412764,FB
CRL + GoalKDE + Mean Field,1.0041780471801758,0.0023166616447269917,GoalKDE
