Method,Mean Difference,Std Error,Method Type
CRL + GoalKDE + Full Tau,0.06759703159332275,0.005500417202711105,GoalKDE
CRL + GoalKDE + Mean Field,1.0203227996826172,0.0010343504836782813,GoalKDE
