Method,Mean Difference,Std Error,Method Type
True Goal,1.030704140663147,0.0015120713505893946,CRL + GoalKDE
Last State,1.022504210472107,0.0012603288050740957,CRL + GoalKDE
MF Inferred Goal,1.023950457572937,0.001031390274874866,CRL + GoalKDE
