Method,Mean Difference,Std Error,Method Type
GCBC + Mean Field,0.7500095963478088,0.2210284322500229,BC
Nearest Neighbor,24.974424362182617,0.18141837418079376,NN
FB,0.0,0.2038252353668213,FB
CRL + Oracle + Mean Field,0.009657144546508789,0.2210284322500229,CRL
CRL + GoalKDE + Mean Field,25.8984317779541,0.1776723712682724,GoalKDE
