Method,Mean Difference,Std Error,Method Type
CRL + GoalKDE + Full Tau,0.047816693782806396,0.006255993153899908,GoalKDE
CRL + GoalKDE + Mean Field,0.6967146992683411,0.010174846276640892,GoalKDE
